so_can_cuoc,dac_diem_nhan_dang,ho_ten,ten_khac,ngay_sinh,gioi_tinh,que_quan,thuong_tru,tam_tru,quoc_tich,dan_toc,so_ho_chieu,trang_thai,ngay_xac_thuc,id_nguoi_xac_thuc,ghi_chu,quan_he_chu_ho
NK0444,at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio,Phan Anh Quân,,1987-01-22,Khác,Thành phố Hồ Chí Minh,Số nhà 42 Đường Lê Hồng Phong Phường Tân Bình Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0444,Chưa xác thực,2022-04-16,"",augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla,
NK0445,nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum,Hoàng Tú Anh,Ham,1960-12-22,Nữ,Hà Nội,Số nhà 77 Đường Nguyễn Thị Minh Khai Phường Phú Nhuận Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0445,Đã xác thực,2022-03-09,468,volutpat sapien arcu sed augue,
NK0446,,Đặng Hạ Anh,Mohammed,1992-03-04,Khác,Ninh Bình,Số nhà 77 Đường Nguyễn Thị Minh Khai Phường Phú Nhuận Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0446,Chưa xác thực,2022-03-26,"",,
NK0447,,Đỗ Ánh Tuyết,,2019-01-03,Nữ,Thành phố Hồ Chí Minh,Số nhà 47 Đường Lê Quang Đạo Phường Tân Phú Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0447,Đã xác thực,2022-07-23,375,,
NK0448,purus sit amet nulla quisque arcu libero rutrum,Trần Minh Thuận,Lucho,1976-11-06,Nam,Hà Nội,Số nhà 99 Đường Nguyễn Văn Cừ Phường Quận 8 Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0448,Đã xác thực,2023-01-12,127,ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac,
NK0449,platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida,Phan Vy Anh,,1969-06-22,Nam,Hà Nội,Số nhà 25 Đường Trần Quốc Toản Phường Quận 4 Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0449,Chưa xác thực,2023-01-15,"",aliquam convallis nunc proin at turpis a pede,
NK0450,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in,Lý Lân Trung,,2019-11-05,Nam,Thành phố Hồ Chí Minh,Số nhà 76 Đường Trần Quốc Toản Phường Quận 5 Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0450,Chưa xác thực,2022-10-10,"",curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam,
NK0451,,Ngô Tuyết Nhi,Serene,1975-10-15,Nam,Quảng Ninh,Số nhà 40 Đường Trần Phú Phường Quận 3 Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0451,Chưa xác thực,2022-07-06,"",,
NK0452,habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla,Trần Quang Tài,,2004-01-20,Nữ,Hà Nội,Số nhà 51 Đường Đặng Văn Ngữ Phường Quận 7 Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0452,Đã xác thực,2022-08-12,475,congue eget semper rutrum nulla nunc purus,
NK0453,potenti cras in purus eu magna vulputate luctus,Lê Tuyết Vân,,1978-12-08,Nam,Yên Bái,Số nhà 3 Đường Lý Thường Kiệt Phường Phú Thọ Thành phố Hải Phòng,,Việt Nam,Kinh,HC0453,Đã xác thực,2022-09-03,30,ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id,
NK0454,,Lý Đan Thanh,Jade,1990-12-02,Khác,Hòa Bình,Số nhà 40 Đường Trần Phú Phường Quận 3 Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0454,Đã xác thực,2022-06-19,389,,
NK0455,,Nguyễn Minh Ðức,,1964-04-09,Nam,Thành phố Hồ Chí Minh,Số nhà 96 Đường Trần Đại Nghĩa Phường Tân Bình Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0455,Chưa xác thực,2022-10-31,"",,
NK0456,,Ngô Hữu Cường,,2013-02-20,Nữ,Thành phố Hồ Chí Minh,Số nhà 88 Đường Trần Quốc Toản Phường Quận 8 Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0456,Đã xác thực,2022-07-02,29,,
NK0457,,Phan Duy Thông,,1996-05-24,Nam,Hà Nội,Số nhà 80 Đường Trần Bình Trọng Phường Bình Thạnh Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0457,Đã xác thực,2022-03-23,325,,
NK0458,,Ngô Mạnh Tuấn,,1960-06-13,Nữ,Thành phố Hồ Chí Minh,Số nhà 41 Đường Nguyễn Văn Linh Phường Quận 3 Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0458,Đã xác thực,2022-09-11,154,,
NK0459,,Nguyễn Hải Châu,,1985-03-26,Nữ,Hà Nội,Số nhà 48 Đường Trần Bình Trọng Phường Tân Phú Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0459,Chưa xác thực,2023-01-17,"",,
NK0460,,Phan Quỳnh Hoa,,1967-08-23,Khác,Quảng Ninh,Số nhà 74 Đường Trần Bình Trọng Phường Quận 4 Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0460,Đã xác thực,2022-08-06,426,,
NK0461,massa donec dapibus duis at velit eu est congue elementum,Lý Tuấn Kiệt,Gale,1985-08-05,Nữ,Hưng Yên,Số nhà 100 Đường Trần Quốc Toản Phường Tân Phú Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0461,Chưa xác thực,2022-10-20,"",ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl,
NK0462,,Ngô Sơn Tuyền,,2007-05-12,Nữ,Lai Châu,Số nhà 97 Đường Lê Văn Lương Phường Quận 4 Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0462,Chưa xác thực,2022-05-13,"",,
NK0463,,Trần Duy Hiếu,Elfrieda,2002-12-31,Nữ,Hà Nội,Số nhà 70 Đường Trần Quốc Toản Phường Bình Thạnh Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0463,Đã xác thực,2022-05-14,387,,
NK0464,,Hoàng Hoàng Quân,Torrin,2007-11-04,Nam,Thừa Thiên Huế,Số nhà 8 Đường Huỳnh Tấn Phát Phường Tân Phú Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0464,Chưa xác thực,2022-11-28,"",,
NK0465,in hac habitasse platea dictumst maecenas ut massa quis augue luctus,Hoàng Kim Liên,,1986-07-25,Nữ,Thành phố Hồ Chí Minh,Số nhà 25 Đường Trần Quốc Toản Phường Quận 4 Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0465,Đã xác thực,2022-07-13,253,metus aenean fermentum donec ut mauris eget,
NK0466,,Đỗ Thúy Quỳnh,Alberto,1998-05-11,Nữ,Tiền Giang,Số nhà 38 Đường Lê Quang Đạo Phường Tân Phú Thành phố Hồ Chí Minh,,Việt Nam,Thái,HC0466,Chưa xác thực,2022-08-30,"",,
NK0467,,Nguyễn Duy An,Niccolo,1998-04-18,Nam,Hà Nội,Số nhà 15 Đường Nguyễn Đình Chiểu Phường Bình Thạnh Thành phố Hồ Chí Minh,,Việt Nam,Mường,HC0467,Đã xác thực,2022-09-04,362,,
NK0468,,Lý Công Lập,Izaak,2016-07-16,Nam,Ninh Bình,Số nhà 57 Đường Nguyễn Văn Linh Phường Bình Thạnh Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0468,Chưa xác thực,2022-12-17,"",,
NK0469,habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate,Ngô Đức Minh,,1961-03-06,Nữ,Khánh Hòa,Số nhà 13 Đường Nguyễn Văn Cừ Phường Tân Phú Thành phố Đà Nẵng,,Việt Nam,Mường,HC0469,Đã xác thực,2022-08-24,383,odio donec vitae nisi nam ultrices libero non mattis,
NK0470,,Phan Bảo Hân,,1982-09-29,Nữ,Thành phố Hồ Chí Minh,Số nhà 63 Đường Trần Quốc Toản Phường Tân Phú Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0470,Chưa xác thực,2022-03-26,"",,
NK0471,,Đỗ Ninh,,2010-01-08,Nữ,Thành phố Hồ Chí Minh,Số nhà 43 Đường Trần Quốc Tuấn Phường Quận 4 Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0471,Chưa xác thực,2022-04-25,"",,
NK0472,,Đỗ Ái Khanh,,2016-03-22,Nam,Hà Nội,Số nhà 55 Đường Lê Văn Lương Phường Phú Nhuận Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0472,Chưa xác thực,2022-12-19,"",,
NK0473,,Nguyễn Xuân Đình,Myrtie,1966-02-26,Nam,Đồng Tháp,Số nhà 21 Đường Lê Văn Sỹ Phường Quận 3 Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0473,Đã xác thực,2022-11-25,241,,
NK0474,duis consequat dui nec nisi volutpat eleifend donec ut dolor,Lý Minh Thái,,2019-08-04,Nữ,Khánh Hòa,Số nhà 64 Đường Nguyễn Thị Minh Khai Phường Quận 7 Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0474,Đã xác thực,2022-07-19,118,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a,
NK0475,,Ngô Xuân Ninh,Ulick,1993-11-22,Nam,Thành phố Hồ Chí Minh,Số nhà 7 Đường Võ Văn Tần Phường Quận 3 Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0475,Đã xác thực,2022-07-16,145,,
NK0476,,Nguyễn Thanh Lam,Victoir,1993-01-25,Nữ,Hà Tĩnh,Số nhà 17 Đường Nguyễn Văn Linh Phường Tân Bình Thành phố Hồ Chí Minh,,Việt Nam,Hoa,HC0476,Đã xác thực,2022-03-22,467,,
NK0477,vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis,Lý Xuân Sơn,Baldwin,2014-06-12,Nữ,Thành phố Hồ Chí Minh,Số nhà 66 Đường Nguyễn Văn Cừ Phường Quận 4 Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0477,Chưa xác thực,2022-12-09,"",phasellus in felis donec semper,
NK0478,viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non,Trần Duy Hiếu,Dall,1963-08-02,Nữ,Ninh Thuận,Số nhà 98 Đường Trần Bình Trọng Phường Phú Nhuận Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0478,Đã xác thực,2023-01-25,441,dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit,
NK0479,,Phan Trang Anh,Carolee,1984-12-06,Nữ,Hà Nội,Số nhà 98 Đường Trần Bình Trọng Phường Phú Nhuận Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0479,Chưa xác thực,2022-03-13,"",,
NK0480,,Ngô Quang Hưng,Jobey,2017-07-29,Nam,Thừa Thiên Huế,Số nhà 7 Đường Võ Văn Tần Phường Quận 3 Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0480,Đã xác thực,2022-05-25,332,,
NK0481,,Võ Huy Chiểu,,2005-05-16,Nữ,Thành phố Hồ Chí Minh,Số nhà 1 Đường Lê Lợi Phường Tân An Thành phố Hồ Chí Minh,,Việt Nam,Hoa,HC0481,Đã xác thực,2022-06-26,202,,
NK0482,,Phan Trang Anh,Stephani,1986-05-25,Khác,Lai Châu,Số nhà 27 Đường Lê Đại Hành Phường Tân Bình Thành phố Hồ Chí Minh,,Việt Nam,Hoa,HC0482,Chưa xác thực,2022-09-24,"",,
NK0483,sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat,Phan Quốc Hưng,Sheila-kathryn,1984-01-08,Nữ,Thành phố Hồ Chí Minh,Số nhà 29 Đường Võ Văn Kiệt Phường Quận 3 Thành phố Hồ Chí Minh,,Việt Nam,Tày,HC0483,Chưa xác thực,2022-12-15,"",in felis donec semper sapien a libero nam dui proin leo odio porttitor,
NK0484,aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in,Lê Cẩm Hường,Cornell,2017-11-17,Nữ,Hải Dương,Số nhà 50 Đường Nguyễn Văn Trỗi Phường Phú Nhuận Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0484,Chưa xác thực,2022-03-12,"",est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum,
NK0485,,Đỗ Ninh,Marsha,2021-02-22,Nam,Hà Nội,Số nhà 70 Đường Trần Quốc Toản Phường Bình Thạnh Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0485,Đã xác thực,2023-01-03,353,,
NK0486,duis mattis egestas metus aenean fermentum donec ut mauris,Hoàng Hùng Sơn,Vevay,1979-06-07,Nữ,Ninh Bình,Số nhà 73 Đường Lê Văn Lương Phường Bình Thạnh Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0486,Chưa xác thực,2022-07-20,"",mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id,
NK0487,,Ngô Huy Phong,Mada,1969-12-07,Nam,Thành phố Hồ Chí Minh,Số nhà 84 Đường Trần Đại Nghĩa Phường Tân Bình Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0487,Chưa xác thực,2022-03-14,"",,
NK0488,,Trần Nhật Tiến,,1983-04-25,Nam,Hà Nội,Số nhà 18 Đường Đề Thám Phường Tân Bình Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0488,Đã xác thực,2022-07-26,180,,
NK0489,,Nguyễn Bạch Vân,,2022-06-17,Nữ,Hà Nội,Số nhà 25 Đường Trần Đại Nghĩa Phường Tân Định Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0489,Đã xác thực,2023-01-18,86,,
NK0490,varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices,Đỗ Diễm Châu,,2007-03-20,Nữ,Bến Tre,Số nhà 62 Đường Lê Văn Lương Phường Phú Nhuận Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0490,Chưa xác thực,2022-10-22,"",in tempus sit amet sem fusce,
NK0491,,Nguyễn Xuân Hoa,,1963-01-27,Nữ,Trà Vinh,Số nhà 31 Đường Trần Phú Phường Quận 3 Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0491,Đã xác thực,2022-07-12,69,,
NK0492,pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed,Ngô Nguyên Phong,Molly,2011-06-20,Nam,Thành phố Hồ Chí Minh,Số nhà 11 Đường Nguyễn Thị Minh Khai Phường Tân An Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0492,Chưa xác thực,2022-03-24,"",eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin,
NK0493,,Hoàng Quang Ninh,Noami,1987-06-14,Khác,Cần Thơ,Số nhà 14 Đường Lê Văn Sỹ Phường Tân Định Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0493,Đã xác thực,2022-06-15,219,,
NK0494,,Hồ Cẩm Anh,,1962-02-25,Nữ,Hải Dương,Số nhà 76 Đường Trần Quốc Toản Phường Quận 5 Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0494,Chưa xác thực,2022-07-30,"",,
NK0495,,Trần Cao Sỹ,,1992-01-28,Nam,Quảng Nam,Số nhà 17 Đường Nguyễn Văn Linh Phường Tân Bình Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0495,Đã xác thực,2022-11-10,362,,
NK0496,ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim,Ngô Hải Bình,Myrah,2019-01-22,Khác,Hà Nội,Số nhà 83 Đường Nguyễn Thị Minh Khai Phường Quận 6 Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0496,Chưa xác thực,2022-10-12,"",neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac,
NK0497,,Phan Cẩm Nhung,Burt,2003-09-03,Nữ,Yên Bái,Số nhà 61 Đường Nguyễn Văn Trỗi Phường Quận 6 Thành phố Hồ Chí Minh,,Việt Nam,Mường,HC0497,Đã xác thực,2022-02-23,47,,
NK0498,tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus,Hoàng Từ Ðông,Gabie,2004-10-10,Nữ,Bến Tre,Số nhà 46 Đường Trần Nhật Duật Phường Quận 4 Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0498,Đã xác thực,2023-01-01,28,donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum,
NK0499,magna at nunc commodo placerat praesent blandit nam,Phan Bảo Trâm,Raven,2013-08-21,Nữ,Thành phố Hồ Chí Minh,Số nhà 33 Đường Trần Quốc Tuấn Phường Tân Bình Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0499,Chưa xác thực,2022-07-20,"",vestibulum ac est lacinia nisi,
NK0500,nisl venenatis lacinia aenean sit amet justo,Lê Diệu Anh,,2002-02-13,Nữ,Thành phố Hồ Chí Minh,Số nhà 36 Đường Trần Bình Trọng Phường Phú Nhuận Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0500,Đã xác thực,2022-10-21,243,mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies,
